student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,average_score,risk_category,performance_level
10892,15,female,public,phd,5.6,89.2,yes,30-60 min,no,textbook,75.6,82.7,61.3,73.9,c,73.2,Safe,Medium
1862,15,male,private,post graduate,4.3,92.0,yes,30-60 min,yes,online videos,69.6,67.5,52.3,67.6,d,63.133333333333326,Safe,Medium
5270,17,female,private,phd,2.0,89.8,yes,<15 min,yes,group study,44.0,51.8,55.2,51.4,e,50.333333333333336,Needs Improvement,Medium
6944,16,other,private,high school,2.7,59.0,yes,<15 min,yes,textbook,34.6,32.0,45.0,37.5,f,37.199999999999996,At Risk,Low
11113,19,other,public,no formal,1.2,84.5,yes,15-30 min,yes,group study,40.5,65.3,42.0,46.2,e,49.26666666666667,Needs Improvement,Low
8321,17,other,public,no formal,6.7,91.3,yes,<15 min,yes,textbook,76.8,84.7,81.0,80.4,c,80.83333333333333,Safe,High
438,19,other,public,high school,2.5,51.1,yes,<15 min,yes,textbook,41.1,48.8,38.2,40.5,e,42.70000000000001,Needs Improvement,Low
4847,19,other,private,phd,7.1,86.1,no,30-60 min,yes,online videos,73.6,96.7,75.1,86.1,b,81.8,Safe,High
10741,17,female,private,no formal,0.9,79.5,yes,>60 min,yes,group study,34.0,38.7,43.0,39.1,f,38.56666666666667,At Risk,Low
3130,18,male,private,post graduate,4.4,79.9,yes,15-30 min,no,mixed,59.8,72.3,89.8,67.7,d,73.96666666666665,Safe,Medium
9414,14,female,private,no formal,7.7,59.6,yes,<15 min,yes,textbook,94.2,91.9,75.3,85.6,b,87.13333333333334,Safe,High
14547,19,male,public,phd,5.3,83.8,yes,15-30 min,yes,online videos,56.8,98.2,67.2,78.1,c,74.06666666666666,Safe,Medium
8082,16,other,private,post graduate,2.8,84.8,yes,>60 min,yes,notes,53.6,59.7,59.4,63.0,d,57.56666666666667,Safe,Medium
902,14,female,public,post graduate,6.1,89.4,yes,15-30 min,yes,online videos,94.7,78.8,89.7,91.0,b,87.73333333333333,Safe,High
14381,16,female,public,phd,3.7,83.0,yes,30-60 min,yes,notes,66.8,63.8,46.2,63.1,d,58.93333333333334,Safe,Medium
11361,19,female,private,graduate,6.4,89.9,yes,>60 min,yes,online videos,85.9,77.8,95.2,83.4,c,86.3,Safe,High
5399,19,male,private,post graduate,1.0,85.4,yes,<15 min,yes,online videos,46.0,39.7,49.1,49.4,e,44.93333333333334,Needs Improvement,Low
6679,19,other,public,no formal,6.0,93.3,yes,30-60 min,yes,group study,96.4,92.7,84.7,86.7,b,91.26666666666667,Safe,High
5530,14,male,public,diploma,5.8,52.3,no,15-30 min,yes,mixed,68.8,54.8,68.9,60.7,d,64.16666666666667,Safe,Medium
6605,16,male,public,no formal,5.9,61.3,no,30-60 min,no,textbook,52.1,74.8,58.1,71.1,c,61.666666666666664,Safe,Medium
12679,17,male,public,phd,2.8,69.6,yes,30-60 min,yes,notes,30.3,35.8,43.1,40.6,e,36.4,Needs Improvement,Low
3919,14,female,public,phd,6.4,93.3,no,<15 min,no,mixed,100.0,80.4,79.3,82.4,c,86.56666666666666,Safe,High
1068,17,male,private,no formal,7.4,72.8,yes,>60 min,yes,online videos,70.0,100.0,70.3,90.2,b,80.10000000000001,Safe,High
27,16,other,public,post graduate,5.9,74.9,yes,15-30 min,no,textbook,94.6,92.8,86.9,82.5,c,91.43333333333332,Safe,High
6938,15,female,private,high school,7.6,87.6,yes,<15 min,no,notes,92.3,80.6,93.3,91.3,b,88.73333333333333,Safe,High
7265,17,female,public,graduate,3.0,95.2,yes,15-30 min,yes,notes,77.6,60.5,81.3,71.7,c,73.13333333333333,Safe,Medium
7119,16,female,public,diploma,1.1,90.5,yes,15-30 min,no,online videos,40.2,30.5,45.8,43.4,e,38.833333333333336,Needs Improvement,Low
548,17,other,private,no formal,5.3,98.8,yes,>60 min,no,textbook,80.0,78.6,82.2,82.1,c,80.26666666666667,Safe,High
10861,14,female,private,phd,7.1,85.7,yes,<15 min,yes,group study,98.6,83.7,81.7,88.5,b,88.0,Safe,High
8759,15,other,public,diploma,6.3,89.1,yes,<15 min,yes,mixed,87.6,88.5,92.1,78.6,c,89.39999999999999,Safe,High
8896,16,female,public,graduate,7.3,81.2,yes,30-60 min,yes,textbook,68.9,82.2,99.2,82.1,c,83.43333333333334,Safe,High
5339,16,male,public,graduate,2.2,97.3,yes,>60 min,no,coaching,53.7,54.6,48.3,51.5,e,52.20000000000001,Needs Improvement,Medium
12473,17,other,private,post graduate,4.0,84.1,no,<15 min,no,textbook,68.4,85.5,100.0,72.8,c,84.63333333333334,Safe,High
3141,16,female,private,graduate,4.9,87.0,no,>60 min,yes,mixed,94.6,81.2,69.0,80.6,c,81.60000000000001,Safe,High
7997,18,male,public,post graduate,0.6,97.7,yes,30-60 min,no,textbook,62.7,62.3,58.4,52.9,e,61.13333333333333,Needs Improvement,Medium
1591,18,other,private,diploma,6.8,68.8,no,15-30 min,yes,textbook,85.1,81.0,79.2,85.2,b,81.76666666666667,Safe,High
14202,16,other,private,diploma,2.6,85.5,yes,<15 min,yes,online videos,45.0,55.3,57.4,46.8,e,52.56666666666666,Needs Improvement,Medium
7777,18,other,public,high school,2.8,86.9,yes,30-60 min,no,online videos,55.2,39.8,50.0,49.9,e,48.333333333333336,Needs Improvement,Low
4944,19,male,public,high school,5.9,83.7,yes,30-60 min,no,group study,72.5,88.7,88.3,79.9,c,83.16666666666667,Safe,High
12887,18,female,public,graduate,7.4,94.6,yes,<15 min,no,notes,81.9,85.0,67.7,88.7,b,78.2,Safe,High
8998,19,other,public,no formal,6.0,72.2,yes,<15 min,no,notes,48.9,55.9,84.5,67.3,d,63.1,Safe,Medium
7799,17,female,public,phd,5.7,50.6,no,30-60 min,yes,group study,59.0,47.6,78.5,56.4,d,61.699999999999996,Needs Improvement,Medium
3792,15,other,private,graduate,4.8,66.0,yes,30-60 min,yes,group study,65.4,61.6,72.2,60.2,d,66.39999999999999,Safe,Medium
1358,14,female,private,phd,2.5,61.7,yes,<15 min,yes,coaching,22.2,34.0,32.9,45.5,e,29.7,Needs Improvement,Low
8093,17,other,public,diploma,3.5,99.9,no,>60 min,no,coaching,51.2,76.1,77.6,72.6,c,68.3,Safe,Medium
3226,18,female,public,post graduate,3.3,98.0,yes,15-30 min,yes,coaching,37.1,57.6,43.3,57.5,d,46.0,Needs Improvement,Low
11811,15,male,public,post graduate,1.2,65.0,yes,<15 min,yes,mixed,45.1,46.3,35.8,39.8,f,42.4,At Risk,Low
10319,14,female,public,no formal,6.7,69.0,no,>60 min,yes,mixed,90.2,89.4,94.5,89.0,b,91.36666666666667,Safe,High
14915,17,other,private,high school,1.8,98.4,yes,>60 min,yes,notes,45.5,38.4,68.9,49.0,e,50.93333333333334,Needs Improvement,Medium
14167,19,female,private,post graduate,3.0,65.5,yes,<15 min,yes,notes,59.0,69.0,24.0,44.9,e,50.666666666666664,Needs Improvement,Medium
2461,16,male,private,phd,6.5,91.1,yes,30-60 min,no,online videos,80.0,84.2,72.7,84.7,c,78.96666666666665,Safe,High
8738,14,male,private,diploma,5.4,69.7,yes,>60 min,no,coaching,80.5,78.9,71.5,73.8,c,76.96666666666667,Safe,High
13921,15,other,private,graduate,4.8,53.5,yes,15-30 min,no,mixed,83.6,78.5,47.1,65.9,d,69.73333333333333,Safe,Medium
14505,15,female,public,no formal,7.2,97.5,yes,30-60 min,yes,mixed,96.2,96.5,94.3,99.1,a,95.66666666666667,Safe,High
2729,17,male,private,graduate,3.3,89.1,yes,<15 min,yes,notes,46.6,61.4,58.0,60.9,d,55.333333333333336,Safe,Medium
11927,14,other,private,high school,6.3,90.8,yes,<15 min,no,mixed,68.2,87.3,94.6,85.2,b,83.36666666666666,Safe,High
6727,19,male,public,no formal,5.6,60.4,yes,30-60 min,yes,online videos,52.4,55.9,65.0,67.4,d,57.76666666666667,Safe,Medium
10755,18,male,public,diploma,2.9,96.5,yes,15-30 min,yes,notes,36.8,63.6,44.7,51.8,e,48.366666666666674,Needs Improvement,Low
7482,15,other,private,diploma,1.1,97.2,yes,30-60 min,no,notes,42.4,73.2,46.3,55.9,d,53.96666666666666,Needs Improvement,Medium
10272,17,female,public,phd,5.2,85.9,yes,30-60 min,no,coaching,78.7,72.2,77.5,75.7,c,76.13333333333334,Safe,High
6431,19,other,public,graduate,3.8,69.9,yes,<15 min,yes,notes,87.1,83.6,60.6,66.3,d,77.1,Safe,High
10834,14,female,private,phd,3.1,52.3,yes,>60 min,yes,mixed,33.2,41.0,28.6,39.6,f,34.26666666666667,At Risk,Low
3115,16,male,public,no formal,1.7,80.8,yes,<15 min,no,coaching,33.7,43.0,54.0,49.2,e,43.56666666666666,Needs Improvement,Low
10119,17,female,private,phd,4.3,86.9,yes,>60 min,no,coaching,56.8,66.4,85.8,68.0,d,69.66666666666667,Safe,Medium
617,15,male,private,no formal,7.5,99.4,yes,30-60 min,no,online videos,89.3,100.0,100.0,100.0,a,96.43333333333334,Safe,High
3645,19,female,private,high school,3.8,71.3,no,>60 min,no,notes,85.1,65.4,67.8,68.6,d,72.76666666666667,Safe,Medium
6414,14,other,private,no formal,2.5,90.6,yes,30-60 min,no,notes,53.6,48.4,55.5,63.1,d,52.5,Safe,Medium
1204,18,male,public,graduate,6.3,97.2,yes,30-60 min,yes,online videos,97.4,90.8,98.2,84.5,c,95.46666666666665,Safe,High
9952,16,other,public,post graduate,7.8,73.7,no,<15 min,no,group study,100.0,74.7,100.0,96.9,a,91.56666666666666,Safe,High
2566,16,other,public,high school,0.9,93.5,no,<15 min,yes,coaching,56.7,46.6,63.3,51.4,e,55.53333333333334,Needs Improvement,Medium
3175,19,female,public,no formal,2.9,52.8,yes,30-60 min,no,coaching,51.6,55.9,58.3,48.9,e,55.26666666666667,Needs Improvement,Medium
3082,18,male,private,diploma,1.6,80.6,yes,<15 min,yes,mixed,46.0,50.9,59.1,49.3,e,52.0,Needs Improvement,Medium
2631,19,female,public,high school,6.5,83.7,yes,<15 min,yes,notes,77.7,70.5,71.3,81.2,c,73.16666666666667,Safe,Medium
3162,19,female,private,graduate,3.6,70.5,yes,<15 min,no,group study,42.5,38.7,42.9,49.7,e,41.36666666666667,Needs Improvement,Low
4322,16,female,private,high school,6.5,89.6,yes,15-30 min,no,online videos,95.5,100.0,79.7,93.8,b,91.73333333333333,Safe,High
8862,15,other,public,diploma,3.4,58.6,yes,15-30 min,no,textbook,49.1,46.5,58.2,58.6,d,51.26666666666667,Needs Improvement,Medium
14052,17,female,public,graduate,1.2,64.3,yes,15-30 min,yes,textbook,48.6,50.4,37.2,45.2,e,45.4,Needs Improvement,Low
13205,19,female,public,diploma,5.2,91.7,yes,15-30 min,yes,mixed,66.0,74.6,62.9,73.7,c,67.83333333333333,Safe,Medium
6270,18,female,private,post graduate,8.0,75.4,yes,<15 min,yes,online videos,82.2,100.0,100.0,100.0,a,94.06666666666666,Safe,High
7100,19,male,private,diploma,3.7,96.3,yes,30-60 min,yes,mixed,63.9,67.3,57.3,69.4,d,62.833333333333336,Safe,Medium
7377,17,female,private,graduate,3.1,65.0,yes,30-60 min,yes,online videos,51.5,57.5,50.6,58.9,d,53.199999999999996,Needs Improvement,Medium
11361,19,female,private,graduate,6.4,89.9,yes,>60 min,yes,online videos,85.9,77.8,95.2,83.4,c,86.3,Safe,High
10314,15,male,public,diploma,5.7,76.0,yes,<15 min,yes,online videos,69.6,81.9,72.3,77.0,c,74.60000000000001,Safe,Medium
13503,16,male,private,high school,5.8,97.9,no,15-30 min,no,mixed,71.7,57.6,67.6,75.8,c,65.63333333333334,Safe,Medium
4079,15,male,private,no formal,2.2,52.8,yes,15-30 min,yes,online videos,23.1,42.0,23.4,30.7,f,29.5,At Risk,Low
5802,16,other,public,diploma,4.3,57.6,yes,>60 min,no,group study,75.3,54.8,56.3,55.6,d,62.133333333333326,Needs Improvement,Medium
14131,14,male,public,no formal,0.5,64.5,yes,30-60 min,no,notes,23.8,22.6,26.7,25.1,f,24.36666666666667,At Risk,Low
14272,18,female,public,diploma,7.6,61.8,yes,30-60 min,no,coaching,68.3,89.8,83.5,79.6,c,80.53333333333333,Safe,High
4152,17,female,private,no formal,2.6,71.9,no,>60 min,no,textbook,51.6,63.5,55.5,56.8,d,56.86666666666667,Needs Improvement,Medium
8912,16,female,private,graduate,1.4,80.2,yes,30-60 min,no,coaching,40.4,64.7,53.0,38.9,f,52.699999999999996,At Risk,Medium
2601,19,male,private,high school,4.5,78.3,yes,<15 min,no,textbook,88.5,78.7,49.3,72.5,c,72.16666666666667,Safe,Medium
6176,16,other,private,phd,6.2,57.1,yes,<15 min,yes,group study,64.1,71.8,80.8,69.4,d,72.23333333333333,Safe,Medium
11791,18,female,public,post graduate,6.7,93.2,yes,30-60 min,no,textbook,100.0,90.8,97.6,90.9,b,96.13333333333333,Safe,High
12862,16,other,private,no formal,0.8,50.6,yes,>60 min,no,coaching,22.2,32.4,31.2,20.7,f,28.599999999999998,At Risk,Low
667,17,female,public,phd,2.1,90.1,yes,15-30 min,yes,online videos,49.3,52.3,55.4,59.3,d,52.333333333333336,Needs Improvement,Medium
284,16,other,private,diploma,0.9,76.0,yes,15-30 min,yes,mixed,48.7,29.6,44.1,28.0,f,40.800000000000004,At Risk,Low
5841,18,other,public,no formal,4.8,94.3,no,30-60 min,no,online videos,74.0,78.3,72.8,70.1,c,75.03333333333335,Safe,High
12096,14,male,private,graduate,2.4,79.2,yes,30-60 min,no,online videos,33.9,45.6,47.7,52.0,e,42.4,Needs Improvement,Low
3566,15,female,public,post graduate,6.6,70.9,yes,<15 min,no,mixed,99.6,75.5,90.0,90.5,b,88.36666666666667,Safe,High
10427,18,female,private,no formal,7.9,88.3,no,15-30 min,yes,group study,100.0,81.8,100.0,99.0,a,93.93333333333334,Safe,High
4594,18,male,public,high school,5.8,78.9,yes,<15 min,no,textbook,68.4,91.1,84.0,84.1,c,81.16666666666667,Safe,High
1466,14,other,public,phd,6.6,71.8,no,30-60 min,no,notes,82.0,100.0,70.1,89.6,b,84.03333333333333,Safe,High
8322,17,other,private,diploma,5.1,81.8,yes,30-60 min,yes,mixed,79.3,79.4,80.0,80.9,c,79.56666666666666,Safe,High
4735,18,male,public,no formal,7.1,79.9,yes,<15 min,no,mixed,91.6,87.6,90.4,87.7,b,89.86666666666667,Safe,High
6258,18,other,private,no formal,7.9,98.9,yes,>60 min,no,coaching,100.0,100.0,85.3,100.0,a,95.10000000000001,Safe,High
7367,18,male,public,phd,6.0,56.9,yes,15-30 min,no,notes,93.3,71.7,51.3,71.3,c,72.10000000000001,Safe,Medium
10253,17,female,public,no formal,6.8,99.8,no,<15 min,no,coaching,71.9,81.6,92.3,84.5,c,81.93333333333334,Safe,High
3673,17,female,private,no formal,1.1,57.6,yes,30-60 min,no,group study,37.5,46.2,40.2,34.0,f,41.300000000000004,At Risk,Low
7383,15,female,private,post graduate,2.9,70.5,yes,30-60 min,yes,coaching,62.4,55.0,54.2,61.4,d,57.20000000000001,Safe,Medium
6588,16,other,public,no formal,2.3,92.6,yes,<15 min,yes,online videos,60.2,62.5,48.2,46.1,e,56.96666666666667,Needs Improvement,Medium
10687,18,other,private,diploma,1.5,95.3,yes,30-60 min,yes,textbook,62.3,43.4,50.6,50.2,e,52.099999999999994,Needs Improvement,Medium
13274,14,female,public,diploma,7.3,89.4,no,30-60 min,no,textbook,91.9,78.3,96.0,96.0,a,88.73333333333333,Safe,High
993,15,female,public,graduate,4.1,93.7,yes,30-60 min,no,notes,70.1,55.6,60.2,67.6,d,61.96666666666666,Safe,Medium
6859,16,other,public,phd,0.9,62.8,yes,15-30 min,no,online videos,31.0,48.9,46.0,39.9,f,41.96666666666667,At Risk,Low
2122,19,male,private,high school,3.1,59.5,yes,<15 min,no,group study,68.3,54.5,79.4,56.8,d,67.39999999999999,Needs Improvement,Medium
10777,16,other,private,no formal,0.6,55.9,no,>60 min,no,notes,0.0,20.7,18.0,18.0,f,12.9,At Risk,Low
12389,18,other,public,diploma,4.1,62.1,yes,15-30 min,yes,group study,69.9,60.7,56.0,63.4,d,62.20000000000001,Safe,Medium
2224,16,other,private,high school,7.7,62.2,no,15-30 min,yes,coaching,91.2,93.4,89.8,89.8,b,91.46666666666668,Safe,High
4523,17,female,private,phd,1.7,64.6,no,<15 min,no,online videos,39.3,33.1,47.7,38.5,f,40.03333333333334,At Risk,Low
3189,14,male,public,high school,1.7,92.7,yes,>60 min,no,textbook,45.3,37.7,51.5,41.8,e,44.833333333333336,Needs Improvement,Low
3238,19,female,private,diploma,5.0,92.3,yes,<15 min,no,group study,61.1,69.5,70.3,78.1,c,66.96666666666665,Safe,Medium
4137,19,male,private,diploma,5.8,65.2,yes,30-60 min,yes,coaching,77.4,61.0,74.1,70.3,c,70.83333333333333,Safe,Medium
12717,14,male,public,post graduate,5.7,60.6,yes,30-60 min,no,online videos,74.1,67.9,60.1,62.3,d,67.36666666666666,Safe,Medium
344,17,male,private,diploma,2.0,87.1,no,<15 min,yes,textbook,59.1,46.6,65.7,47.9,e,57.13333333333333,Needs Improvement,Medium
12654,19,female,private,graduate,8.0,74.8,yes,>60 min,yes,notes,82.2,100.0,86.7,95.5,a,89.63333333333333,Safe,High
4705,18,female,public,phd,6.2,87.7,yes,>60 min,yes,coaching,87.8,90.9,77.7,79.7,c,85.46666666666665,Safe,High
14993,19,male,public,diploma,3.6,86.2,no,15-30 min,no,group study,61.9,69.0,47.1,68.9,d,59.333333333333336,Safe,Medium
4824,19,female,private,diploma,5.1,67.9,yes,15-30 min,yes,textbook,66.3,71.5,75.3,66.7,d,71.03333333333335,Safe,Medium
10469,18,male,public,post graduate,1.2,77.7,yes,<15 min,yes,notes,32.9,13.2,36.0,38.7,f,27.366666666666664,At Risk,Low
4921,19,male,private,post graduate,1.0,73.0,yes,<15 min,no,textbook,18.6,26.2,22.1,34.9,f,22.3,At Risk,Low
3202,19,male,public,high school,4.1,87.8,no,>60 min,no,mixed,84.6,69.7,62.4,70.8,c,72.23333333333333,Safe,Medium
5472,16,male,private,post graduate,5.0,81.9,yes,15-30 min,no,notes,74.0,54.7,62.8,72.6,c,63.833333333333336,Safe,Medium
889,14,female,public,diploma,7.1,72.9,yes,<15 min,yes,online videos,99.1,100.0,85.9,92.5,b,95.0,Safe,High
10236,18,female,public,no formal,8.0,88.6,yes,<15 min,no,textbook,100.0,90.3,100.0,100.0,a,96.76666666666667,Safe,High
9534,17,female,public,high school,7.7,83.5,yes,15-30 min,yes,notes,100.0,100.0,100.0,97.9,a,100.0,Safe,High
7128,15,male,public,diploma,7.3,50.1,yes,<15 min,no,notes,63.7,67.9,64.8,71.7,c,65.46666666666668,Safe,Medium
3721,17,other,public,phd,4.3,86.5,yes,15-30 min,yes,coaching,82.3,94.1,63.5,74.0,c,79.96666666666665,Safe,High
2884,14,male,private,phd,3.6,77.6,yes,15-30 min,no,notes,52.7,56.1,57.8,60.3,d,55.53333333333334,Safe,Medium
13585,14,female,private,graduate,1.2,71.8,yes,15-30 min,no,coaching,47.0,50.6,39.5,44.4,e,45.699999999999996,Needs Improvement,Low
4213,16,female,private,graduate,5.1,57.2,no,15-30 min,no,notes,84.9,70.9,53.7,71.5,c,69.83333333333333,Safe,Medium
6962,16,female,private,post graduate,4.8,57.6,yes,30-60 min,no,textbook,56.0,62.2,60.7,56.5,d,59.63333333333333,Needs Improvement,Medium
2416,16,male,public,no formal,4.7,84.4,yes,30-60 min,yes,notes,74.8,73.0,56.6,62.9,d,68.13333333333334,Safe,Medium
9310,16,other,private,diploma,4.4,63.8,yes,<15 min,yes,group study,58.7,71.3,65.6,58.9,d,65.2,Needs Improvement,Medium
12456,15,other,public,high school,2.1,76.1,yes,<15 min,no,notes,41.1,50.8,44.1,44.9,e,45.333333333333336,Needs Improvement,Low
3002,18,other,private,post graduate,3.1,78.8,yes,15-30 min,yes,coaching,73.4,59.4,50.8,56.9,d,61.20000000000001,Needs Improvement,Medium
1739,14,male,public,no formal,7.8,82.4,yes,15-30 min,yes,notes,65.4,100.0,94.0,85.6,b,86.46666666666665,Safe,High
1365,17,other,private,no formal,7.0,54.7,yes,30-60 min,yes,online videos,67.1,69.1,91.1,77.4,c,75.76666666666667,Safe,High
2709,18,female,private,high school,7.3,56.1,yes,15-30 min,yes,textbook,98.2,79.9,96.8,88.1,b,91.63333333333334,Safe,High
12983,17,male,private,no formal,4.6,86.0,yes,15-30 min,no,textbook,71.4,100.0,76.9,81.2,c,82.76666666666667,Safe,High
925,15,male,private,diploma,5.7,71.4,yes,30-60 min,yes,coaching,82.7,76.3,75.9,82.3,c,78.3,Safe,High
152,15,other,private,graduate,2.1,77.5,yes,30-60 min,no,group study,52.8,37.9,45.6,39.3,f,45.43333333333333,At Risk,Low
8778,18,other,public,diploma,7.7,68.4,yes,30-60 min,no,textbook,82.7,84.4,95.0,86.2,b,87.36666666666667,Safe,High
8045,16,other,public,phd,1.8,59.1,yes,<15 min,yes,mixed,32.9,42.7,30.9,45.8,e,35.5,Needs Improvement,Low
913,16,female,private,post graduate,5.9,81.5,yes,30-60 min,no,notes,96.4,65.1,74.7,87.6,b,78.73333333333333,Safe,High
2322,14,male,public,phd,1.5,63.8,yes,>60 min,yes,mixed,46.3,36.9,28.4,35.9,f,37.199999999999996,At Risk,Low
13866,17,other,private,phd,2.3,84.5,yes,>60 min,no,notes,59.8,66.6,64.2,57.0,d,63.53333333333333,Needs Improvement,Medium
496,16,female,public,graduate,4.0,66.1,no,>60 min,no,online videos,50.4,52.4,52.4,50.7,e,51.73333333333333,Needs Improvement,Medium
11988,19,female,private,post graduate,4.6,72.4,yes,<15 min,no,group study,65.6,66.3,59.2,66.2,d,63.69999999999999,Safe,Medium
2149,19,female,public,post graduate,4.3,57.5,yes,15-30 min,yes,notes,57.5,81.2,77.8,59.2,d,72.16666666666667,Needs Improvement,Medium
557,18,female,private,no formal,0.6,50.5,yes,>60 min,yes,textbook,20.3,0.0,1.0,27.3,f,7.1000000000000005,At Risk,Low
13394,16,male,public,diploma,5.2,76.3,yes,<15 min,yes,group study,73.9,86.2,86.3,81.4,c,82.13333333333334,Safe,High
1553,17,other,public,high school,7.4,69.3,no,<15 min,yes,coaching,100.0,74.0,83.5,87.6,b,85.83333333333333,Safe,High
2121,18,other,private,phd,1.8,84.0,yes,15-30 min,yes,textbook,39.8,58.0,43.0,49.0,e,46.93333333333334,Needs Improvement,Low
3086,16,female,public,post graduate,6.8,71.0,no,15-30 min,yes,online videos,86.5,79.8,85.7,88.5,b,84.0,Safe,High
3505,14,female,public,phd,6.3,74.8,yes,30-60 min,no,group study,87.8,78.6,89.7,79.9,c,85.36666666666666,Safe,High
157,14,other,private,high school,1.5,56.0,yes,<15 min,no,coaching,35.6,20.4,33.1,26.5,f,29.7,At Risk,Low
8927,15,other,public,graduate,6.7,59.4,yes,>60 min,no,notes,92.5,67.2,100.0,84.1,c,86.56666666666666,Safe,High
14468,16,other,private,phd,5.6,94.2,no,<15 min,yes,notes,81.5,71.1,63.7,76.8,c,72.10000000000001,Safe,Medium
7506,16,male,private,high school,8.0,74.5,yes,15-30 min,no,online videos,96.1,97.3,79.2,93.2,b,90.86666666666666,Safe,High
7163,17,other,public,no formal,5.8,97.2,yes,>60 min,no,textbook,79.7,69.8,73.8,76.6,c,74.43333333333334,Safe,Medium
5524,19,other,private,no formal,1.4,58.7,yes,15-30 min,no,notes,27.0,31.4,55.6,39.9,f,38.0,At Risk,Low
7544,19,male,public,diploma,6.4,77.1,yes,>60 min,yes,notes,100.0,70.3,84.9,86.2,b,85.06666666666668,Safe,High
8056,17,other,public,post graduate,3.5,94.6,yes,15-30 min,no,textbook,79.4,57.5,65.1,69.6,d,67.33333333333333,Safe,Medium
4655,14,female,private,no formal,4.4,74.1,yes,<15 min,yes,notes,52.6,74.1,75.4,74.3,c,67.36666666666666,Safe,Medium
6251,18,male,private,high school,8.0,57.8,yes,>60 min,yes,coaching,100.0,79.3,71.8,89.6,b,83.7,Safe,High
14601,15,female,private,diploma,4.2,57.9,no,15-30 min,yes,group study,41.3,64.2,65.2,59.5,d,56.9,Needs Improvement,Medium
11469,18,male,private,phd,1.1,51.1,yes,15-30 min,yes,mixed,32.7,47.7,30.1,32.8,f,36.833333333333336,At Risk,Low
7247,14,other,private,graduate,0.9,75.0,yes,30-60 min,yes,coaching,56.7,21.7,40.6,41.7,e,39.666666666666664,Needs Improvement,Low
155,16,female,private,diploma,1.4,85.7,yes,30-60 min,yes,mixed,45.4,37.1,55.7,46.8,e,46.06666666666666,Needs Improvement,Low
7951,17,female,public,diploma,6.5,84.0,yes,>60 min,yes,notes,84.4,87.3,92.7,95.5,a,88.13333333333333,Safe,High
997,17,male,public,graduate,2.0,69.5,yes,15-30 min,yes,online videos,43.9,61.3,45.8,49.5,e,50.333333333333336,Needs Improvement,Medium
10487,19,female,private,high school,5.8,91.8,yes,15-30 min,yes,online videos,73.4,100.0,91.3,82.0,c,88.23333333333333,Safe,High
4627,14,female,private,graduate,6.9,61.5,yes,15-30 min,no,online videos,100.0,84.1,75.7,82.4,c,86.60000000000001,Safe,High
2906,19,male,public,diploma,4.7,82.7,yes,>60 min,no,textbook,73.2,64.1,68.2,74.8,c,68.5,Safe,Medium
14260,15,female,private,phd,1.8,54.4,no,15-30 min,no,textbook,29.4,31.9,23.4,32.8,f,28.23333333333333,At Risk,Low
14874,14,female,public,graduate,4.8,71.9,no,>60 min,yes,coaching,80.0,58.3,44.3,63.0,d,60.866666666666674,Safe,Medium
13017,18,other,public,diploma,1.1,81.2,yes,>60 min,yes,notes,21.1,31.1,31.8,35.2,f,28.0,At Risk,Low
9370,19,female,public,no formal,4.7,89.3,yes,15-30 min,no,coaching,72.5,74.3,76.8,72.8,c,74.53333333333335,Safe,Medium
154,15,other,private,diploma,6.1,82.2,yes,<15 min,yes,mixed,100.0,91.6,92.1,87.5,b,94.56666666666666,Safe,High
7854,17,other,private,graduate,5.4,89.2,yes,15-30 min,yes,group study,85.4,75.3,69.8,69.7,d,76.83333333333333,Safe,High
12380,17,male,private,post graduate,4.1,90.8,yes,<15 min,no,notes,72.7,80.8,84.4,66.9,d,79.3,Safe,High
6482,19,other,public,no formal,3.7,51.9,yes,30-60 min,yes,coaching,57.5,67.0,60.8,44.9,e,61.76666666666667,Needs Improvement,Medium
5600,18,other,private,diploma,6.6,61.4,yes,30-60 min,no,textbook,57.5,56.8,77.9,70.5,c,64.06666666666666,Safe,Medium
1717,17,female,public,diploma,5.0,62.6,yes,<15 min,no,textbook,81.5,75.8,79.3,74.5,c,78.86666666666667,Safe,High
11395,17,female,public,diploma,2.5,68.4,yes,15-30 min,no,mixed,50.6,54.4,32.0,40.2,e,45.666666666666664,Needs Improvement,Low
14786,15,male,private,post graduate,7.5,66.5,yes,30-60 min,yes,group study,100.0,96.5,100.0,96.1,a,98.83333333333333,Safe,High
14305,14,other,public,post graduate,4.5,87.2,yes,15-30 min,no,group study,60.3,61.2,61.0,66.4,d,60.833333333333336,Safe,Medium
11050,15,male,public,high school,1.4,83.0,no,30-60 min,no,online videos,45.6,38.1,37.6,37.3,f,40.43333333333334,At Risk,Low
787,14,other,private,graduate,2.0,63.1,yes,30-60 min,yes,mixed,33.0,61.2,37.3,46.4,e,43.833333333333336,Needs Improvement,Low
4369,19,female,private,no formal,5.8,81.5,no,15-30 min,yes,mixed,57.2,77.9,74.4,73.3,c,69.83333333333334,Safe,Medium
14316,19,male,public,diploma,6.7,90.8,yes,<15 min,no,notes,77.0,73.7,91.1,84.1,c,80.6,Safe,High
8097,16,female,public,no formal,2.9,79.3,yes,>60 min,yes,mixed,61.6,55.9,53.2,60.2,d,56.9,Safe,Medium
